Rainfall - (MM), Year, Statistics, Country, ISO3
112.286, 1947, Oct Average, Gambia, The, GMB
9.36428, 1947, Nov Average, Gambia, The, GMB
0.00453, 1947, Dec Average, Gambia, The, GMB
0, 1948, Jan Average, Gambia, The, GMB
0.51142, 1948, Feb Average, Gambia, The, GMB
0, 1948, Mar Average, Gambia, The, GMB
0.04168, 1948, Apr Average, Gambia, The, GMB
8.42925, 1948, May Average, Gambia, The, GMB
160.995, 1948, Jun Average, Gambia, The, GMB
216.695, 1948, Jul Average, Gambia, The, GMB
405.896, 1948, Aug Average, Gambia, The, GMB
177.865, 1948, Sep Average, Gambia, The, GMB
85.8723, 1948, Oct Average, Gambia, The, GMB
0.05095, 1948, Nov Average, Gambia, The, GMB
0, 1948, Dec Average, Gambia, The, GMB
0, 1949, Jan Average, Gambia, The, GMB
0, 1949, Feb Average, Gambia, The, GMB
0, 1949, Mar Average, Gambia, The, GMB
0.01014, 1949, Apr Average, Gambia, The, GMB
4.58846, 1949, May Average, Gambia, The, GMB
109.432, 1949, Jun Average, Gambia, The, GMB
299.755, 1949, Jul Average, Gambia, The, GMB
365.48, 1949, Aug Average, Gambia, The, GMB
174.481, 1949, Sep Average, Gambia, The, GMB
64.7241, 1949, Oct Average, Gambia, The, GMB
1.62312, 1949, Nov Average, Gambia, The, GMB
1.99077, 1949, Dec Average, Gambia, The, GMB
0, 1950, Jan Average, Gambia, The, GMB
0, 1950, Feb Average, Gambia, The, GMB
0, 1950, Mar Average, Gambia, The, GMB
0.00318, 1950, Apr Average, Gambia, The, GMB
28.8058, 1950, May Average, Gambia, The, GMB
111.698, 1950, Jun Average, Gambia, The, GMB
239.507, 1950, Jul Average, Gambia, The, GMB
578.777, 1950, Aug Average, Gambia, The, GMB
341.945, 1950, Sep Average, Gambia, The, GMB
191.923, 1950, Oct Average, Gambia, The, GMB
23.3116, 1950, Nov Average, Gambia, The, GMB
0, 1950, Dec Average, Gambia, The, GMB
0.00659, 1951, Jan Average, Gambia, The, GMB
0, 1951, Feb Average, Gambia, The, GMB
0, 1951, Mar Average, Gambia, The, GMB
0.7061, 1951, Apr Average, Gambia, The, GMB
39.7327, 1951, May Average, Gambia, The, GMB
75.8309, 1951, Jun Average, Gambia, The, GMB
230.49, 1951, Jul Average, Gambia, The, GMB
415.864, 1951, Aug Average, Gambia, The, GMB
294.199, 1951, Sep Average, Gambia, The, GMB
270.902, 1951, Oct Average, Gambia, The, GMB
28.0135, 1951, Nov Average, Gambia, The, GMB
0.00322, 1951, Dec Average, Gambia, The, GMB
0, 1952, Jan Average, Gambia, The, GMB
0.07232, 1952, Feb Average, Gambia, The, GMB
0.11498, 1952, Mar Average, Gambia, The, GMB
0.02074, 1952, Apr Average, Gambia, The, GMB
44.0282, 1952, May Average, Gambia, The, GMB
98.2987, 1952, Jun Average, Gambia, The, GMB
308.886, 1952, Jul Average, Gambia, The, GMB
293.767, 1952, Aug Average, Gambia, The, GMB
442.872, 1952, Sep Average, Gambia, The, GMB
166.322, 1952, Oct Average, Gambia, The, GMB
6.90948, 1952, Nov Average, Gambia, The, GMB
0.06865, 1952, Dec Average, Gambia, The, GMB
0, 1953, Jan Average, Gambia, The, GMB
0, 1953, Feb Average, Gambia, The, GMB
0, 1953, Mar Average, Gambia, The, GMB
0.00101, 1953, Apr Average, Gambia, The, GMB
6.50372, 1953, May Average, Gambia, The, GMB
101.71, 1953, Jun Average, Gambia, The, GMB
302.256, 1953, Jul Average, Gambia, The, GMB
351.309, 1953, Aug Average, Gambia, The, GMB
302.295, 1953, Sep Average, Gambia, The, GMB
152.884, 1953, Oct Average, Gambia, The, GMB
15.5262, 1953, Nov Average, Gambia, The, GMB
0.02855, 1953, Dec Average, Gambia, The, GMB
0, 1954, Jan Average, Gambia, The, GMB
1.91645, 1954, Feb Average, Gambia, The, GMB
0, 1954, Mar Average, Gambia, The, GMB
0.01875, 1954, Apr Average, Gambia, The, GMB
6.02582, 1954, May Average, Gambia, The, GMB
104.687, 1954, Jun Average, Gambia, The, GMB
318.904, 1954, Jul Average, Gambia, The, GMB
500.621, 1954, Aug Average, Gambia, The, GMB
220.479, 1954, Sep Average, Gambia, The, GMB
72.2067, 1954, Oct Average, Gambia, The, GMB
35.3704, 1954, Nov Average, Gambia, The, GMB
0.03208, 1954, Dec Average, Gambia, The, GMB
0, 1955, Jan Average, Gambia, The, GMB
0.18028, 1955, Feb Average, Gambia, The, GMB
0, 1955, Mar Average, Gambia, The, GMB
0.36582, 1955, Apr Average, Gambia, The, GMB
31.1767, 1955, May Average, Gambia, The, GMB
166.029, 1955, Jun Average, Gambia, The, GMB
344.655, 1955, Jul Average, Gambia, The, GMB
430.838, 1955, Aug Average, Gambia, The, GMB
296.992, 1955, Sep Average, Gambia, The, GMB
91.2832, 1955, Oct Average, Gambia, The, GMB
5.19419, 1955, Nov Average, Gambia, The, GMB
0.1171, 1955, Dec Average, Gambia, The, GMB
0.01994, 1956, Jan Average, Gambia, The, GMB
0.0007, 1956, Feb Average, Gambia, The, GMB
0.09855, 1956, Mar Average, Gambia, The, GMB
0.00177, 1956, Apr Average, Gambia, The, GMB
18.6117, 1956, May Average, Gambia, The, GMB
146.228, 1956, Jun Average, Gambia, The, GMB
274.4, 1956, Jul Average, Gambia, The, GMB
343.211, 1956, Aug Average, Gambia, The, GMB
340.814, 1956, Sep Average, Gambia, The, GMB
90.6973, 1956, Oct Average, Gambia, The, GMB
15.3689, 1956, Nov Average, Gambia, The, GMB
2.62187, 1956, Dec Average, Gambia, The, GMB
0.4355, 1957, Jan Average, Gambia, The, GMB
0.04729, 1957, Feb Average, Gambia, The, GMB
0.09855, 1957, Mar Average, Gambia, The, GMB
0.0413, 1957, Apr Average, Gambia, The, GMB
0.03019, 1957, May Average, Gambia, The, GMB
94.5599, 1957, Jun Average, Gambia, The, GMB
244.168, 1957, Jul Average, Gambia, The, GMB
372.718, 1957, Aug Average, Gambia, The, GMB
357.632, 1957, Sep Average, Gambia, The, GMB
203.325, 1957, Oct Average, Gambia, The, GMB
6.11956, 1957, Nov Average, Gambia, The, GMB
0.62402, 1957, Dec Average, Gambia, The, GMB
0.29033, 1958, Jan Average, Gambia, The, GMB
0.17476, 1958, Feb Average, Gambia, The, GMB
0.01739, 1958, Mar Average, Gambia, The, GMB
1.3964, 1958, Apr Average, Gambia, The, GMB
9.17721, 1958, May Average, Gambia, The, GMB
187.856, 1958, Jun Average, Gambia, The, GMB
250.874, 1958, Jul Average, Gambia, The, GMB
536.547, 1958, Aug Average, Gambia, The, GMB
247.655, 1958, Sep Average, Gambia, The, GMB
118.435, 1958, Oct Average, Gambia, The, GMB
28.6705, 1958, Nov Average, Gambia, The, GMB
0.02943, 1958, Dec Average, Gambia, The, GMB
0.32016, 1959, Jan Average, Gambia, The, GMB
0.20363, 1959, Feb Average, Gambia, The, GMB
0.10725, 1959, Mar Average, Gambia, The, GMB
0.00025, 1959, Apr Average, Gambia, The, GMB
18.4359, 1959, May Average, Gambia, The, GMB
90.3867, 1959, Jun Average, Gambia, The, GMB
170.941, 1959, Jul Average, Gambia, The, GMB
435.404, 1959, Aug Average, Gambia, The, GMB
257.418, 1959, Sep Average, Gambia, The, GMB
44.9852, 1959, Oct Average, Gambia, The, GMB
13.1454, 1959, Nov Average, Gambia, The, GMB
0.00481, 1959, Dec Average, Gambia, The, GMB
0, 1960, Jan Average, Gambia, The, GMB
0.09103, 1960, Feb Average, Gambia, The, GMB
0.02608, 1960, Mar Average, Gambia, The, GMB
0.00776, 1960, Apr Average, Gambia, The, GMB
9.38485, 1960, May Average, Gambia, The, GMB
111.566, 1960, Jun Average, Gambia, The, GMB
263.107, 1960, Jul Average, Gambia, The, GMB
375.654, 1960, Aug Average, Gambia, The, GMB
311.276, 1960, Sep Average, Gambia, The, GMB
53.6429, 1960, Oct Average, Gambia, The, GMB
2.7822, 1960, Nov Average, Gambia, The, GMB
0, 1960, Dec Average, Gambia, The, GMB
0, 1961, Jan Average, Gambia, The, GMB
0.06463, 1961, Feb Average, Gambia, The, GMB
0.02608, 1961, Mar Average, Gambia, The, GMB
0.74927, 1961, Apr Average, Gambia, The, GMB
5.058, 1961, May Average, Gambia, The, GMB
139.32, 1961, Jun Average, Gambia, The, GMB
308.703, 1961, Jul Average, Gambia, The, GMB
368.59, 1961, Aug Average, Gambia, The, GMB
293.724, 1961, Sep Average, Gambia, The, GMB
54.5755, 1961, Oct Average, Gambia, The, GMB
11.345, 1961, Nov Average, Gambia, The, GMB
0.01458, 1961, Dec Average, Gambia, The, GMB
0.01824, 1962, Jan Average, Gambia, The, GMB
0.49883, 1962, Feb Average, Gambia, The, GMB
0, 1962, Mar Average, Gambia, The, GMB
0.00126, 1962, Apr Average, Gambia, The, GMB
9.90195, 1962, May Average, Gambia, The, GMB
100.421, 1962, Jun Average, Gambia, The, GMB
198.806, 1962, Jul Average, Gambia, The, GMB
435.118, 1962, Aug Average, Gambia, The, GMB
202.08, 1962, Sep Average, Gambia, The, GMB
102.921, 1962, Oct Average, Gambia, The, GMB
4.42509, 1962, Nov Average, Gambia, The, GMB
0, 1962, Dec Average, Gambia, The, GMB
0.1127, 1963, Jan Average, Gambia, The, GMB
0.04071, 1963, Feb Average, Gambia, The, GMB
0.01739, 1963, Mar Average, Gambia, The, GMB
0.74963, 1963, Apr Average, Gambia, The, GMB
1.60456, 1963, May Average, Gambia, The, GMB
62.3821, 1963, Jun Average, Gambia, The, GMB
258.523, 1963, Jul Average, Gambia, The, GMB
333.204, 1963, Aug Average, Gambia, The, GMB
217.923, 1963, Sep Average, Gambia, The, GMB
205.361, 1963, Oct Average, Gambia, The, GMB
1.48724, 1963, Nov Average, Gambia, The, GMB
0.0009, 1963, Dec Average, Gambia, The, GMB
0.61087, 1964, Jan Average, Gambia, The, GMB
0.21772, 1964, Feb Average, Gambia, The, GMB
0.09758, 1964, Mar Average, Gambia, The, GMB
7.17493, 1964, Apr Average, Gambia, The, GMB
32.6032, 1964, May Average, Gambia, The, GMB
142.943, 1964, Jun Average, Gambia, The, GMB
307.171, 1964, Jul Average, Gambia, The, GMB
392.107, 1964, Aug Average, Gambia, The, GMB
279.19, 1964, Sep Average, Gambia, The, GMB
49.522, 1964, Oct Average, Gambia, The, GMB
0.06003, 1964, Nov Average, Gambia, The, GMB
0.43489, 1964, Dec Average, Gambia, The, GMB
0.00151, 1965, Jan Average, Gambia, The, GMB
0.0849, 1965, Feb Average, Gambia, The, GMB
0.11498, 1965, Mar Average, Gambia, The, GMB
0.78905, 1965, Apr Average, Gambia, The, GMB
7.98297, 1965, May Average, Gambia, The, GMB
118.465, 1965, Jun Average, Gambia, The, GMB
215.116, 1965, Jul Average, Gambia, The, GMB
425.592, 1965, Aug Average, Gambia, The, GMB
323.992, 1965, Sep Average, Gambia, The, GMB
115.731, 1965, Oct Average, Gambia, The, GMB
18.269, 1965, Nov Average, Gambia, The, GMB
0.0202, 1965, Dec Average, Gambia, The, GMB
0.1127, 1966, Jan Average, Gambia, The, GMB
0.03496, 1966, Feb Average, Gambia, The, GMB
0, 1966, Mar Average, Gambia, The, GMB
0.29383, 1966, Apr Average, Gambia, The, GMB
8.04066, 1966, May Average, Gambia, The, GMB
165.144, 1966, Jun Average, Gambia, The, GMB
108.373, 1966, Jul Average, Gambia, The, GMB
276.189, 1966, Aug Average, Gambia, The, GMB
406.401, 1966, Sep Average, Gambia, The, GMB
249.065, 1966, Oct Average, Gambia, The, GMB
2.92588, 1966, Nov Average, Gambia, The, GMB
0.02507, 1966, Dec Average, Gambia, The, GMB
0, 1967, Jan Average, Gambia, The, GMB
0, 1967, Feb Average, Gambia, The, GMB
0, 1967, Mar Average, Gambia, The, GMB
0.00531, 1967, Apr Average, Gambia, The, GMB
5.54681, 1967, May Average, Gambia, The, GMB
106.198, 1967, Jun Average, Gambia, The, GMB
271.272, 1967, Jul Average, Gambia, The, GMB
389.364, 1967, Aug Average, Gambia, The, GMB
367.492, 1967, Sep Average, Gambia, The, GMB
161.232, 1967, Oct Average, Gambia, The, GMB
0.21411, 1967, Nov Average, Gambia, The, GMB
0.00161, 1967, Dec Average, Gambia, The, GMB
0.01279, 1968, Jan Average, Gambia, The, GMB
1.34281, 1968, Feb Average, Gambia, The, GMB
0, 1968, Mar Average, Gambia, The, GMB
0.78461, 1968, Apr Average, Gambia, The, GMB
2.40965, 1968, May Average, Gambia, The, GMB
80.6541, 1968, Jun Average, Gambia, The, GMB
186.239, 1968, Jul Average, Gambia, The, GMB
123.241, 1968, Aug Average, Gambia, The, GMB
235.383, 1968, Sep Average, Gambia, The, GMB
92.1368, 1968, Oct Average, Gambia, The, GMB
1.60906, 1968, Nov Average, Gambia, The, GMB
0.01128, 1968, Dec Average, Gambia, The, GMB
0, 1969, Jan Average, Gambia, The, GMB
0, 1969, Feb Average, Gambia, The, GMB
0, 1969, Mar Average, Gambia, The, GMB
0.35812, 1969, Apr Average, Gambia, The, GMB
9.90937, 1969, May Average, Gambia, The, GMB
52.172, 1969, Jun Average, Gambia, The, GMB
314.247, 1969, Jul Average, Gambia, The, GMB
385.033, 1969, Aug Average, Gambia, The, GMB
289.6, 1969, Sep Average, Gambia, The, GMB
205.247, 1969, Oct Average, Gambia, The, GMB
2.58548, 1969, Nov Average, Gambia, The, GMB
0.00159, 1969, Dec Average, Gambia, The, GMB
0, 1970, Jan Average, Gambia, The, GMB
0.00897, 1970, Feb Average, Gambia, The, GMB
0, 1970, Mar Average, Gambia, The, GMB
0.00151, 1970, Apr Average, Gambia, The, GMB
28.5859, 1970, May Average, Gambia, The, GMB
71.1143, 1970, Jun Average, Gambia, The, GMB
210.793, 1970, Jul Average, Gambia, The, GMB
349.224, 1970, Aug Average, Gambia, The, GMB
164.607, 1970, Sep Average, Gambia, The, GMB
39.7902, 1970, Oct Average, Gambia, The, GMB
2.65661, 1970, Nov Average, Gambia, The, GMB
0.00272, 1970, Dec Average, Gambia, The, GMB
0.01556, 1971, Jan Average, Gambia, The, GMB
0.00058, 1971, Feb Average, Gambia, The, GMB
0, 1971, Mar Average, Gambia, The, GMB
0.03228, 1971, Apr Average, Gambia, The, GMB
3.95242, 1971, May Average, Gambia, The, GMB
88.2055, 1971, Jun Average, Gambia, The, GMB
232.914, 1971, Jul Average, Gambia, The, GMB
353.616, 1971, Aug Average, Gambia, The, GMB
263.473, 1971, Sep Average, Gambia, The, GMB
44.7268, 1971, Oct Average, Gambia, The, GMB
0.5909, 1971, Nov Average, Gambia, The, GMB
0, 1971, Dec Average, Gambia, The, GMB
0.30225, 1972, Jan Average, Gambia, The, GMB
0.52222, 1972, Feb Average, Gambia, The, GMB
0, 1972, Mar Average, Gambia, The, GMB
0.00556, 1972, Apr Average, Gambia, The, GMB
12.6451, 1972, May Average, Gambia, The, GMB
75.0203, 1972, Jun Average, Gambia, The, GMB
149.31, 1972, Jul Average, Gambia, The, GMB
251.149, 1972, Aug Average, Gambia, The, GMB
143.8, 1972, Sep Average, Gambia, The, GMB
79.3574, 1972, Oct Average, Gambia, The, GMB
2.23639, 1972, Nov Average, Gambia, The, GMB
0, 1972, Dec Average, Gambia, The, GMB
0, 1973, Jan Average, Gambia, The, GMB
0.00013, 1973, Feb Average, Gambia, The, GMB
0, 1973, Mar Average, Gambia, The, GMB
0.02696, 1973, Apr Average, Gambia, The, GMB
9.52549, 1973, May Average, Gambia, The, GMB
87.1828, 1973, Jun Average, Gambia, The, GMB
215.865, 1973, Jul Average, Gambia, The, GMB
336.223, 1973, Aug Average, Gambia, The, GMB
148.321, 1973, Sep Average, Gambia, The, GMB
36.7189, 1973, Oct Average, Gambia, The, GMB
0.02145, 1973, Nov Average, Gambia, The, GMB
0, 1973, Dec Average, Gambia, The, GMB
0, 1974, Jan Average, Gambia, The, GMB
0.01866, 1974, Feb Average, Gambia, The, GMB
0.00044, 1974, Mar Average, Gambia, The, GMB
0.00303, 1974, Apr Average, Gambia, The, GMB
2.38721, 1974, May Average, Gambia, The, GMB
41.847, 1974, Jun Average, Gambia, The, GMB
253.768, 1974, Jul Average, Gambia, The, GMB
336.2, 1974, Aug Average, Gambia, The, GMB
221.574, 1974, Sep Average, Gambia, The, GMB
63.6737, 1974, Oct Average, Gambia, The, GMB
8.66864, 1974, Nov Average, Gambia, The, GMB
0.00053, 1974, Dec Average, Gambia, The, GMB
0, 1975, Jan Average, Gambia, The, GMB
0, 1975, Feb Average, Gambia, The, GMB
0, 1975, Mar Average, Gambia, The, GMB
0.03442, 1975, Apr Average, Gambia, The, GMB
2.70419, 1975, May Average, Gambia, The, GMB
28.1387, 1975, Jun Average, Gambia, The, GMB
366.016, 1975, Jul Average, Gambia, The, GMB
326.462, 1975, Aug Average, Gambia, The, GMB
402.9, 1975, Sep Average, Gambia, The, GMB
59.9647, 1975, Oct Average, Gambia, The, GMB
0.05743, 1975, Nov Average, Gambia, The, GMB
0.00159, 1975, Dec Average, Gambia, The, GMB
0.04311, 1976, Jan Average, Gambia, The, GMB
0.02858, 1976, Feb Average, Gambia, The, GMB
0.32839, 1976, Mar Average, Gambia, The, GMB
4.40852, 1976, Apr Average, Gambia, The, GMB
27.7173, 1976, May Average, Gambia, The, GMB
71.639, 1976, Jun Average, Gambia, The, GMB
234.024, 1976, Jul Average, Gambia, The, GMB
281.363, 1976, Aug Average, Gambia, The, GMB
233.555, 1976, Sep Average, Gambia, The, GMB
112.031, 1976, Oct Average, Gambia, The, GMB
26.3301, 1976, Nov Average, Gambia, The, GMB
1.80926, 1976, Dec Average, Gambia, The, GMB
0, 1977, Jan Average, Gambia, The, GMB
0.0044, 1977, Feb Average, Gambia, The, GMB
0.00869, 1977, Mar Average, Gambia, The, GMB
0.16527, 1977, Apr Average, Gambia, The, GMB
1.73484, 1977, May Average, Gambia, The, GMB
52.0648, 1977, Jun Average, Gambia, The, GMB
185.957, 1977, Jul Average, Gambia, The, GMB
169.938, 1977, Aug Average, Gambia, The, GMB
263.784, 1977, Sep Average, Gambia, The, GMB
52.6293, 1977, Oct Average, Gambia, The, GMB
0, 1977, Nov Average, Gambia, The, GMB
0.02779, 1977, Dec Average, Gambia, The, GMB
0, 1978, Jan Average, Gambia, The, GMB
0.00574, 1978, Feb Average, Gambia, The, GMB
0, 1978, Mar Average, Gambia, The, GMB
0.0066, 1978, Apr Average, Gambia, The, GMB
10.5288, 1978, May Average, Gambia, The, GMB
136.697, 1978, Jun Average, Gambia, The, GMB
267.482, 1978, Jul Average, Gambia, The, GMB
349.575, 1978, Aug Average, Gambia, The, GMB
226.857, 1978, Sep Average, Gambia, The, GMB
94.4605, 1978, Oct Average, Gambia, The, GMB
38.7105, 1978, Nov Average, Gambia, The, GMB
0.8178, 1978, Dec Average, Gambia, The, GMB
0.86719, 1979, Jan Average, Gambia, The, GMB
0.03356, 1979, Feb Average, Gambia, The, GMB
0.00096, 1979, Mar Average, Gambia, The, GMB
0.00419, 1979, Apr Average, Gambia, The, GMB
32.1386, 1979, May Average, Gambia, The, GMB
192.942, 1979, Jun Average, Gambia, The, GMB
230.694, 1979, Jul Average, Gambia, The, GMB
259.38, 1979, Aug Average, Gambia, The, GMB
126.316, 1979, Sep Average, Gambia, The, GMB
96.1741, 1979, Oct Average, Gambia, The, GMB
18.3258, 1979, Nov Average, Gambia, The, GMB
1.56251, 1979, Dec Average, Gambia, The, GMB
0, 1980, Jan Average, Gambia, The, GMB
0.44934, 1980, Feb Average, Gambia, The, GMB
0, 1980, Mar Average, Gambia, The, GMB
0.00177, 1980, Apr Average, Gambia, The, GMB
1.17124, 1980, May Average, Gambia, The, GMB
42.193, 1980, Jun Average, Gambia, The, GMB
133.563, 1980, Jul Average, Gambia, The, GMB
262.247, 1980, Aug Average, Gambia, The, GMB
240.336, 1980, Sep Average, Gambia, The, GMB
29.8325, 1980, Oct Average, Gambia, The, GMB
0.90464, 1980, Nov Average, Gambia, The, GMB
1.23162, 1980, Dec Average, Gambia, The, GMB
0.01021, 1981, Jan Average, Gambia, The, GMB
0.07112, 1981, Feb Average, Gambia, The, GMB
0.13623, 1981, Mar Average, Gambia, The, GMB
0.45027, 1981, Apr Average, Gambia, The, GMB
40.2349, 1981, May Average, Gambia, The, GMB
63.6138, 1981, Jun Average, Gambia, The, GMB
255.593, 1981, Jul Average, Gambia, The, GMB
312.964, 1981, Aug Average, Gambia, The, GMB
168.292, 1981, Sep Average, Gambia, The, GMB
85.7842, 1981, Oct Average, Gambia, The, GMB
5.69476, 1981, Nov Average, Gambia, The, GMB
0, 1981, Dec Average, Gambia, The, GMB
0.01778, 1982, Jan Average, Gambia, The, GMB
0.33064, 1982, Feb Average, Gambia, The, GMB
0, 1982, Mar Average, Gambia, The, GMB
0.00571, 1982, Apr Average, Gambia, The, GMB
19.7575, 1982, May Average, Gambia, The, GMB
59.8969, 1982, Jun Average, Gambia, The, GMB
207.315, 1982, Jul Average, Gambia, The, GMB
302.345, 1982, Aug Average, Gambia, The, GMB
143.445, 1982, Sep Average, Gambia, The, GMB
84.3103, 1982, Oct Average, Gambia, The, GMB
0.29804, 1982, Nov Average, Gambia, The, GMB
0, 1982, Dec Average, Gambia, The, GMB
0, 1983, Jan Average, Gambia, The, GMB
0.11266, 1983, Feb Average, Gambia, The, GMB
0.13713, 1983, Mar Average, Gambia, The, GMB
0.00202, 1983, Apr Average, Gambia, The, GMB
11.9758, 1983, May Average, Gambia, The, GMB
89.7245, 1983, Jun Average, Gambia, The, GMB
185.182, 1983, Jul Average, Gambia, The, GMB
171.33, 1983, Aug Average, Gambia, The, GMB
144.49, 1983, Sep Average, Gambia, The, GMB
28.6168, 1983, Oct Average, Gambia, The, GMB
0.32261, 1983, Nov Average, Gambia, The, GMB
0, 1983, Dec Average, Gambia, The, GMB
0, 1984, Jan Average, Gambia, The, GMB
0, 1984, Feb Average, Gambia, The, GMB
0, 1984, Mar Average, Gambia, The, GMB
0.01325, 1984, Apr Average, Gambia, The, GMB
20.599, 1984, May Average, Gambia, The, GMB
186.669, 1984, Jun Average, Gambia, The, GMB
173.803, 1984, Jul Average, Gambia, The, GMB
181.083, 1984, Aug Average, Gambia, The, GMB
204.759, 1984, Sep Average, Gambia, The, GMB
54.5858, 1984, Oct Average, Gambia, The, GMB
2.83763, 1984, Nov Average, Gambia, The, GMB
0.20566, 1984, Dec Average, Gambia, The, GMB
0.10878, 1985, Jan Average, Gambia, The, GMB
0, 1985, Feb Average, Gambia, The, GMB
0.31149, 1985, Mar Average, Gambia, The, GMB
0.02366, 1985, Apr Average, Gambia, The, GMB
0.23325, 1985, May Average, Gambia, The, GMB
72.97, 1985, Jun Average, Gambia, The, GMB
212.62, 1985, Jul Average, Gambia, The, GMB
304.334, 1985, Aug Average, Gambia, The, GMB
257.362, 1985, Sep Average, Gambia, The, GMB
27.3487, 1985, Oct Average, Gambia, The, GMB
0.30411, 1985, Nov Average, Gambia, The, GMB
1.27883, 1985, Dec Average, Gambia, The, GMB
0, 1986, Jan Average, Gambia, The, GMB
0.0119, 1986, Feb Average, Gambia, The, GMB
0.00044, 1986, Mar Average, Gambia, The, GMB
0.08393, 1986, Apr Average, Gambia, The, GMB
8.63002, 1986, May Average, Gambia, The, GMB
49.7462, 1986, Jun Average, Gambia, The, GMB
138.449, 1986, Jul Average, Gambia, The, GMB
321.504, 1986, Aug Average, Gambia, The, GMB
334.255, 1986, Sep Average, Gambia, The, GMB
72.4582, 1986, Oct Average, Gambia, The, GMB
0.02542, 1986, Nov Average, Gambia, The, GMB
0, 1986, Dec Average, Gambia, The, GMB
0, 1987, Jan Average, Gambia, The, GMB
0.07637, 1987, Feb Average, Gambia, The, GMB
0.02318, 1987, Mar Average, Gambia, The, GMB
0.00318, 1987, Apr Average, Gambia, The, GMB
7.81883, 1987, May Average, Gambia, The, GMB
131.506, 1987, Jun Average, Gambia, The, GMB
202.359, 1987, Jul Average, Gambia, The, GMB
282.716, 1987, Aug Average, Gambia, The, GMB
244.312, 1987, Sep Average, Gambia, The, GMB
91.2594, 1987, Oct Average, Gambia, The, GMB
0.04476, 1987, Nov Average, Gambia, The, GMB
0.0032, 1987, Dec Average, Gambia, The, GMB
0.09084, 1988, Jan Average, Gambia, The, GMB
0.20824, 1988, Feb Average, Gambia, The, GMB
0.02898, 1988, Mar Average, Gambia, The, GMB
0.20924, 1988, Apr Average, Gambia, The, GMB
29.9937, 1988, May Average, Gambia, The, GMB
59.528, 1988, Jun Average, Gambia, The, GMB
230.11, 1988, Jul Average, Gambia, The, GMB
468.615, 1988, Aug Average, Gambia, The, GMB
233.881, 1988, Sep Average, Gambia, The, GMB
52.3233, 1988, Oct Average, Gambia, The, GMB
0.71919, 1988, Nov Average, Gambia, The, GMB
0.00835, 1988, Dec Average, Gambia, The, GMB
0, 1989, Jan Average, Gambia, The, GMB
0, 1989, Feb Average, Gambia, The, GMB
0, 1989, Mar Average, Gambia, The, GMB
0.00227, 1989, Apr Average, Gambia, The, GMB
4.95703, 1989, May Average, Gambia, The, GMB
172.024, 1989, Jun Average, Gambia, The, GMB
250.169, 1989, Jul Average, Gambia, The, GMB
309.869, 1989, Aug Average, Gambia, The, GMB
196.368, 1989, Sep Average, Gambia, The, GMB
90.2394, 1989, Oct Average, Gambia, The, GMB
0.82273, 1989, Nov Average, Gambia, The, GMB
0.03261, 1989, Dec Average, Gambia, The, GMB
0.07998, 1990, Jan Average, Gambia, The, GMB
0.00161, 1990, Feb Average, Gambia, The, GMB
0.23468, 1990, Mar Average, Gambia, The, GMB
0.8265, 1990, Apr Average, Gambia, The, GMB
0.93786, 1990, May Average, Gambia, The, GMB
48.3696, 1990, Jun Average, Gambia, The, GMB
177.748, 1990, Jul Average, Gambia, The, GMB
309.022, 1990, Aug Average, Gambia, The, GMB
154.785, 1990, Sep Average, Gambia, The, GMB
67.7789, 1990, Oct Average, Gambia, The, GMB
1.38319, 1990, Nov Average, Gambia, The, GMB
0.19701, 1990, Dec Average, Gambia, The, GMB
0.05328, 1991, Jan Average, Gambia, The, GMB
0.00532, 1991, Feb Average, Gambia, The, GMB
0.01159, 1991, Mar Average, Gambia, The, GMB
0.0442, 1991, Apr Average, Gambia, The, GMB
0.47415, 1991, May Average, Gambia, The, GMB
30.5946, 1991, Jun Average, Gambia, The, GMB
232.679, 1991, Jul Average, Gambia, The, GMB
228.855, 1991, Aug Average, Gambia, The, GMB
203.295, 1991, Sep Average, Gambia, The, GMB
111.805, 1991, Oct Average, Gambia, The, GMB
0.38742, 1991, Nov Average, Gambia, The, GMB
0.10918, 1991, Dec Average, Gambia, The, GMB
0.18266, 1992, Jan Average, Gambia, The, GMB
0.99476, 1992, Feb Average, Gambia, The, GMB
0.25591, 1992, Mar Average, Gambia, The, GMB
1.062, 1992, Apr Average, Gambia, The, GMB
23.1495, 1992, May Average, Gambia, The, GMB
84.506, 1992, Jun Average, Gambia, The, GMB
196.944, 1992, Jul Average, Gambia, The, GMB
328.985, 1992, Aug Average, Gambia, The, GMB
221.043, 1992, Sep Average, Gambia, The, GMB
58.883, 1992, Oct Average, Gambia, The, GMB
2.29288, 1992, Nov Average, Gambia, The, GMB
0.05474, 1992, Dec Average, Gambia, The, GMB
0.23145, 1993, Jan Average, Gambia, The, GMB
0.07694, 1993, Feb Average, Gambia, The, GMB
0.02568, 1993, Mar Average, Gambia, The, GMB
4.01082, 1993, Apr Average, Gambia, The, GMB
1.87179, 1993, May Average, Gambia, The, GMB
65.2939, 1993, Jun Average, Gambia, The, GMB
265.531, 1993, Jul Average, Gambia, The, GMB
311.322, 1993, Aug Average, Gambia, The, GMB
188.338, 1993, Sep Average, Gambia, The, GMB
64.177, 1993, Oct Average, Gambia, The, GMB
8.14744, 1993, Nov Average, Gambia, The, GMB
0.30555, 1993, Dec Average, Gambia, The, GMB
