Rainfall - (MM), Year, Statistics, Country, ISO3
68.4033, 1943, May Average, Korea, Republic of, KOR
135.969, 1943, Jun Average, Korea, Republic of, KOR
231.023, 1943, Jul Average, Korea, Republic of, KOR
81.8285, 1943, Aug Average, Korea, Republic of, KOR
163.027, 1943, Sep Average, Korea, Republic of, KOR
73.0248, 1943, Oct Average, Korea, Republic of, KOR
34.7694, 1943, Nov Average, Korea, Republic of, KOR
11.7369, 1943, Dec Average, Korea, Republic of, KOR
7.45559, 1944, Jan Average, Korea, Republic of, KOR
22.551, 1944, Feb Average, Korea, Republic of, KOR
24.9566, 1944, Mar Average, Korea, Republic of, KOR
104.817, 1944, Apr Average, Korea, Republic of, KOR
62.5164, 1944, May Average, Korea, Republic of, KOR
98.0627, 1944, Jun Average, Korea, Republic of, KOR
185.66, 1944, Jul Average, Korea, Republic of, KOR
157.534, 1944, Aug Average, Korea, Republic of, KOR
183.45, 1944, Sep Average, Korea, Republic of, KOR
27.6193, 1944, Oct Average, Korea, Republic of, KOR
91.2468, 1944, Nov Average, Korea, Republic of, KOR
18.7883, 1944, Dec Average, Korea, Republic of, KOR
5.29695, 1945, Jan Average, Korea, Republic of, KOR
13.8231, 1945, Feb Average, Korea, Republic of, KOR
133.633, 1945, Mar Average, Korea, Republic of, KOR
45.2505, 1945, Apr Average, Korea, Republic of, KOR
89.4551, 1945, May Average, Korea, Republic of, KOR
282.824, 1945, Jun Average, Korea, Republic of, KOR
312.195, 1945, Jul Average, Korea, Republic of, KOR
170.354, 1945, Aug Average, Korea, Republic of, KOR
221.942, 1945, Sep Average, Korea, Republic of, KOR
127.767, 1945, Oct Average, Korea, Republic of, KOR
15.3912, 1945, Nov Average, Korea, Republic of, KOR
24.8975, 1945, Dec Average, Korea, Republic of, KOR
16.9981, 1946, Jan Average, Korea, Republic of, KOR
15.4471, 1946, Feb Average, Korea, Republic of, KOR
90.8193, 1946, Mar Average, Korea, Republic of, KOR
67.1036, 1946, Apr Average, Korea, Republic of, KOR
97.3516, 1946, May Average, Korea, Republic of, KOR
412.458, 1946, Jun Average, Korea, Republic of, KOR
100.999, 1946, Jul Average, Korea, Republic of, KOR
216.136, 1946, Aug Average, Korea, Republic of, KOR
189.519, 1946, Sep Average, Korea, Republic of, KOR
55.2311, 1946, Oct Average, Korea, Republic of, KOR
25.8421, 1946, Nov Average, Korea, Republic of, KOR
31.2879, 1946, Dec Average, Korea, Republic of, KOR
59.8005, 1947, Jan Average, Korea, Republic of, KOR
6.64576, 1947, Feb Average, Korea, Republic of, KOR
46.0387, 1947, Mar Average, Korea, Republic of, KOR
54.8236, 1947, Apr Average, Korea, Republic of, KOR
75.4765, 1947, May Average, Korea, Republic of, KOR
218.635, 1947, Jun Average, Korea, Republic of, KOR
382.613, 1947, Jul Average, Korea, Republic of, KOR
178.735, 1947, Aug Average, Korea, Republic of, KOR
136.739, 1947, Sep Average, Korea, Republic of, KOR
41.6274, 1947, Oct Average, Korea, Republic of, KOR
29.4314, 1947, Nov Average, Korea, Republic of, KOR
45.0297, 1947, Dec Average, Korea, Republic of, KOR
53.3712, 1948, Jan Average, Korea, Republic of, KOR
12.7127, 1948, Feb Average, Korea, Republic of, KOR
69.5171, 1948, Mar Average, Korea, Republic of, KOR
68.4978, 1948, Apr Average, Korea, Republic of, KOR
112.296, 1948, May Average, Korea, Republic of, KOR
221.706, 1948, Jun Average, Korea, Republic of, KOR
462.512, 1948, Jul Average, Korea, Republic of, KOR
236.005, 1948, Aug Average, Korea, Republic of, KOR
257.031, 1948, Sep Average, Korea, Republic of, KOR
29.5742, 1948, Oct Average, Korea, Republic of, KOR
18.7591, 1948, Nov Average, Korea, Republic of, KOR
67.1671, 1948, Dec Average, Korea, Republic of, KOR
23.5174, 1949, Jan Average, Korea, Republic of, KOR
45.015, 1949, Feb Average, Korea, Republic of, KOR
41.8976, 1949, Mar Average, Korea, Republic of, KOR
62.7829, 1949, Apr Average, Korea, Republic of, KOR
71.5254, 1949, May Average, Korea, Republic of, KOR
176.759, 1949, Jun Average, Korea, Republic of, KOR
226.096, 1949, Jul Average, Korea, Republic of, KOR
143.208, 1949, Aug Average, Korea, Republic of, KOR
132.221, 1949, Sep Average, Korea, Republic of, KOR
26.0179, 1949, Oct Average, Korea, Republic of, KOR
33.881, 1949, Nov Average, Korea, Republic of, KOR
28.9837, 1949, Dec Average, Korea, Republic of, KOR
69.4958, 1950, Jan Average, Korea, Republic of, KOR
59.7671, 1950, Feb Average, Korea, Republic of, KOR
63.3251, 1950, Mar Average, Korea, Republic of, KOR
65.1404, 1950, Apr Average, Korea, Republic of, KOR
72.6453, 1950, May Average, Korea, Republic of, KOR
226.521, 1950, Jun Average, Korea, Republic of, KOR
209.748, 1950, Jul Average, Korea, Republic of, KOR
89.5672, 1950, Aug Average, Korea, Republic of, KOR
144.268, 1950, Sep Average, Korea, Republic of, KOR
57.0321, 1950, Oct Average, Korea, Republic of, KOR
42.8523, 1950, Nov Average, Korea, Republic of, KOR
18.4722, 1950, Dec Average, Korea, Republic of, KOR
25.6114, 1951, Jan Average, Korea, Republic of, KOR
50.7416, 1951, Feb Average, Korea, Republic of, KOR
70.2104, 1951, Mar Average, Korea, Republic of, KOR
69.6949, 1951, Apr Average, Korea, Republic of, KOR
144.651, 1951, May Average, Korea, Republic of, KOR
61.2098, 1951, Jun Average, Korea, Republic of, KOR
154.213, 1951, Jul Average, Korea, Republic of, KOR
150.665, 1951, Aug Average, Korea, Republic of, KOR
60.5079, 1951, Sep Average, Korea, Republic of, KOR
76.2919, 1951, Oct Average, Korea, Republic of, KOR
61.9553, 1951, Nov Average, Korea, Republic of, KOR
51.2383, 1951, Dec Average, Korea, Republic of, KOR
9.20151, 1952, Jan Average, Korea, Republic of, KOR
41.7481, 1952, Feb Average, Korea, Republic of, KOR
64.1039, 1952, Mar Average, Korea, Republic of, KOR
102.081, 1952, Apr Average, Korea, Republic of, KOR
54.4665, 1952, May Average, Korea, Republic of, KOR
81.0251, 1952, Jun Average, Korea, Republic of, KOR
171.705, 1952, Jul Average, Korea, Republic of, KOR
214.708, 1952, Aug Average, Korea, Republic of, KOR
236.725, 1952, Sep Average, Korea, Republic of, KOR
73.9859, 1952, Oct Average, Korea, Republic of, KOR
70.108, 1952, Nov Average, Korea, Republic of, KOR
24.8361, 1952, Dec Average, Korea, Republic of, KOR
22.531, 1953, Jan Average, Korea, Republic of, KOR
33.6007, 1953, Feb Average, Korea, Republic of, KOR
75.0946, 1953, Mar Average, Korea, Republic of, KOR
43.5899, 1953, Apr Average, Korea, Republic of, KOR
129.75, 1953, May Average, Korea, Republic of, KOR
334.288, 1953, Jun Average, Korea, Republic of, KOR
308.378, 1953, Jul Average, Korea, Republic of, KOR
212.155, 1953, Aug Average, Korea, Republic of, KOR
57.1144, 1953, Sep Average, Korea, Republic of, KOR
74.6731, 1953, Oct Average, Korea, Republic of, KOR
42.2589, 1953, Nov Average, Korea, Republic of, KOR
51.2221, 1953, Dec Average, Korea, Republic of, KOR
36.3393, 1954, Jan Average, Korea, Republic of, KOR
109.547, 1954, Feb Average, Korea, Republic of, KOR
43.4194, 1954, Mar Average, Korea, Republic of, KOR
89.8517, 1954, Apr Average, Korea, Republic of, KOR
117.219, 1954, May Average, Korea, Republic of, KOR
244.666, 1954, Jun Average, Korea, Republic of, KOR
456.2, 1954, Jul Average, Korea, Republic of, KOR
167.599, 1954, Aug Average, Korea, Republic of, KOR
177.333, 1954, Sep Average, Korea, Republic of, KOR
65.9445, 1954, Oct Average, Korea, Republic of, KOR
30.7181, 1954, Nov Average, Korea, Republic of, KOR
38.4102, 1954, Dec Average, Korea, Republic of, KOR
11.9421, 1955, Jan Average, Korea, Republic of, KOR
46.7818, 1955, Feb Average, Korea, Republic of, KOR
34.9161, 1955, Mar Average, Korea, Republic of, KOR
61.2397, 1955, Apr Average, Korea, Republic of, KOR
59.4683, 1955, May Average, Korea, Republic of, KOR
177.499, 1955, Jun Average, Korea, Republic of, KOR
292.325, 1955, Jul Average, Korea, Republic of, KOR
224.361, 1955, Aug Average, Korea, Republic of, KOR
122.708, 1955, Sep Average, Korea, Republic of, KOR
30.0253, 1955, Oct Average, Korea, Republic of, KOR
48.6499, 1955, Nov Average, Korea, Republic of, KOR
11.7069, 1955, Dec Average, Korea, Republic of, KOR
15.2705, 1956, Jan Average, Korea, Republic of, KOR
30.0625, 1956, Feb Average, Korea, Republic of, KOR
163.263, 1956, Mar Average, Korea, Republic of, KOR
140.753, 1956, Apr Average, Korea, Republic of, KOR
140.808, 1956, May Average, Korea, Republic of, KOR
344.422, 1956, Jun Average, Korea, Republic of, KOR
274.774, 1956, Jul Average, Korea, Republic of, KOR
209.792, 1956, Aug Average, Korea, Republic of, KOR
271.703, 1956, Sep Average, Korea, Republic of, KOR
26.5569, 1956, Oct Average, Korea, Republic of, KOR
16.9213, 1956, Nov Average, Korea, Republic of, KOR
7.31289, 1956, Dec Average, Korea, Republic of, KOR
48.3117, 1957, Jan Average, Korea, Republic of, KOR
26.6288, 1957, Feb Average, Korea, Republic of, KOR
19.7229, 1957, Mar Average, Korea, Republic of, KOR
141.635, 1957, Apr Average, Korea, Republic of, KOR
82.2468, 1957, May Average, Korea, Republic of, KOR
141.489, 1957, Jun Average, Korea, Republic of, KOR
458.169, 1957, Jul Average, Korea, Republic of, KOR
270.738, 1957, Aug Average, Korea, Republic of, KOR
15.7566, 1957, Sep Average, Korea, Republic of, KOR
67.2138, 1957, Oct Average, Korea, Republic of, KOR
41.0578, 1957, Nov Average, Korea, Republic of, KOR
61.7665, 1957, Dec Average, Korea, Republic of, KOR
51.1619, 1958, Jan Average, Korea, Republic of, KOR
19.8386, 1958, Feb Average, Korea, Republic of, KOR
29.9263, 1958, Mar Average, Korea, Republic of, KOR
162.078, 1958, Apr Average, Korea, Republic of, KOR
35.3607, 1958, May Average, Korea, Republic of, KOR
110.489, 1958, Jun Average, Korea, Republic of, KOR
325, 1958, Jul Average, Korea, Republic of, KOR
299.33, 1958, Aug Average, Korea, Republic of, KOR
244.922, 1958, Sep Average, Korea, Republic of, KOR
131.487, 1958, Oct Average, Korea, Republic of, KOR
61.8255, 1958, Nov Average, Korea, Republic of, KOR
52.9935, 1958, Dec Average, Korea, Republic of, KOR
21.6958, 1959, Jan Average, Korea, Republic of, KOR
94.4765, 1959, Feb Average, Korea, Republic of, KOR
83.6461, 1959, Mar Average, Korea, Republic of, KOR
111.587, 1959, Apr Average, Korea, Republic of, KOR
90.583, 1959, May Average, Korea, Republic of, KOR
103.58, 1959, Jun Average, Korea, Republic of, KOR
241.495, 1959, Jul Average, Korea, Republic of, KOR
262.892, 1959, Aug Average, Korea, Republic of, KOR
230.481, 1959, Sep Average, Korea, Republic of, KOR
20.9469, 1959, Oct Average, Korea, Republic of, KOR
58.202, 1959, Nov Average, Korea, Republic of, KOR
51.0532, 1959, Dec Average, Korea, Republic of, KOR
13.5212, 1960, Jan Average, Korea, Republic of, KOR
14.2637, 1960, Feb Average, Korea, Republic of, KOR
76.6353, 1960, Mar Average, Korea, Republic of, KOR
54.0268, 1960, Apr Average, Korea, Republic of, KOR
162.772, 1960, May Average, Korea, Republic of, KOR
181.102, 1960, Jun Average, Korea, Republic of, KOR
230.931, 1960, Jul Average, Korea, Republic of, KOR
111.765, 1960, Aug Average, Korea, Republic of, KOR
228.612, 1960, Sep Average, Korea, Republic of, KOR
38.5469, 1960, Oct Average, Korea, Republic of, KOR
56.5128, 1960, Nov Average, Korea, Republic of, KOR
20.487, 1960, Dec Average, Korea, Republic of, KOR
22.7883, 1961, Jan Average, Korea, Republic of, KOR
23.617, 1961, Feb Average, Korea, Republic of, KOR
100.185, 1961, Mar Average, Korea, Republic of, KOR
80.9924, 1961, Apr Average, Korea, Republic of, KOR
132.821, 1961, May Average, Korea, Republic of, KOR
111.464, 1961, Jun Average, Korea, Republic of, KOR
289.456, 1961, Jul Average, Korea, Republic of, KOR
368.291, 1961, Aug Average, Korea, Republic of, KOR
183.01, 1961, Sep Average, Korea, Republic of, KOR
141.345, 1961, Oct Average, Korea, Republic of, KOR
96.1831, 1961, Nov Average, Korea, Republic of, KOR
46.3082, 1961, Dec Average, Korea, Republic of, KOR
13.5684, 1962, Jan Average, Korea, Republic of, KOR
20.4478, 1962, Feb Average, Korea, Republic of, KOR
27.7963, 1962, Mar Average, Korea, Republic of, KOR
93.5082, 1962, Apr Average, Korea, Republic of, KOR
24.2378, 1962, May Average, Korea, Republic of, KOR
118.425, 1962, Jun Average, Korea, Republic of, KOR
244.371, 1962, Jul Average, Korea, Republic of, KOR
304.381, 1962, Aug Average, Korea, Republic of, KOR
249.202, 1962, Sep Average, Korea, Republic of, KOR
42.9988, 1962, Oct Average, Korea, Republic of, KOR
63.0823, 1962, Nov Average, Korea, Republic of, KOR
20.6682, 1962, Dec Average, Korea, Republic of, KOR
16.094, 1963, Jan Average, Korea, Republic of, KOR
6.94313, 1963, Feb Average, Korea, Republic of, KOR
49.406, 1963, Mar Average, Korea, Republic of, KOR
150.629, 1963, Apr Average, Korea, Republic of, KOR
192.763, 1963, May Average, Korea, Republic of, KOR
472.081, 1963, Jun Average, Korea, Republic of, KOR
368.242, 1963, Jul Average, Korea, Republic of, KOR
172.731, 1963, Aug Average, Korea, Republic of, KOR
38.9176, 1963, Sep Average, Korea, Republic of, KOR
36.4911, 1963, Oct Average, Korea, Republic of, KOR
21.2482, 1963, Nov Average, Korea, Republic of, KOR
21.8454, 1963, Dec Average, Korea, Republic of, KOR
39.3376, 1964, Jan Average, Korea, Republic of, KOR
59.2938, 1964, Feb Average, Korea, Republic of, KOR
52.5681, 1964, Mar Average, Korea, Republic of, KOR
276.539, 1964, Apr Average, Korea, Republic of, KOR
102.231, 1964, May Average, Korea, Republic of, KOR
146.324, 1964, Jun Average, Korea, Republic of, KOR
309.211, 1964, Jul Average, Korea, Republic of, KOR
138.284, 1964, Aug Average, Korea, Republic of, KOR
261.917, 1964, Sep Average, Korea, Republic of, KOR
37.3947, 1964, Oct Average, Korea, Republic of, KOR
23.0554, 1964, Nov Average, Korea, Republic of, KOR
9.79444, 1964, Dec Average, Korea, Republic of, KOR
31.9111, 1965, Jan Average, Korea, Republic of, KOR
18.153, 1965, Feb Average, Korea, Republic of, KOR
35.6253, 1965, Mar Average, Korea, Republic of, KOR
58.0368, 1965, Apr Average, Korea, Republic of, KOR
76.2034, 1965, May Average, Korea, Republic of, KOR
42.6071, 1965, Jun Average, Korea, Republic of, KOR
546.849, 1965, Jul Average, Korea, Republic of, KOR
228.332, 1965, Aug Average, Korea, Republic of, KOR
24.7845, 1965, Sep Average, Korea, Republic of, KOR
43.7495, 1965, Oct Average, Korea, Republic of, KOR
104.403, 1965, Nov Average, Korea, Republic of, KOR
20.4202, 1965, Dec Average, Korea, Republic of, KOR
9.26456, 1966, Jan Average, Korea, Republic of, KOR
51.0235, 1966, Feb Average, Korea, Republic of, KOR
134.182, 1966, Mar Average, Korea, Republic of, KOR
62.0714, 1966, Apr Average, Korea, Republic of, KOR
99.4802, 1966, May Average, Korea, Republic of, KOR
154.193, 1966, Jun Average, Korea, Republic of, KOR
345.585, 1966, Jul Average, Korea, Republic of, KOR
239.201, 1966, Aug Average, Korea, Republic of, KOR
146.679, 1966, Sep Average, Korea, Republic of, KOR
89.2102, 1966, Oct Average, Korea, Republic of, KOR
56.364, 1966, Nov Average, Korea, Republic of, KOR
13.6054, 1966, Dec Average, Korea, Republic of, KOR
31.0622, 1967, Jan Average, Korea, Republic of, KOR
35.4509, 1967, Feb Average, Korea, Republic of, KOR
74.3248, 1967, Mar Average, Korea, Republic of, KOR
106.803, 1967, Apr Average, Korea, Republic of, KOR
48.7415, 1967, May Average, Korea, Republic of, KOR
175.973, 1967, Jun Average, Korea, Republic of, KOR
219.684, 1967, Jul Average, Korea, Republic of, KOR
152.579, 1967, Aug Average, Korea, Republic of, KOR
125.089, 1967, Sep Average, Korea, Republic of, KOR
35.3251, 1967, Oct Average, Korea, Republic of, KOR
80.5455, 1967, Nov Average, Korea, Republic of, KOR
9.68236, 1967, Dec Average, Korea, Republic of, KOR
9.9707, 1968, Jan Average, Korea, Republic of, KOR
15.1143, 1968, Feb Average, Korea, Republic of, KOR
61.2532, 1968, Mar Average, Korea, Republic of, KOR
41.6134, 1968, Apr Average, Korea, Republic of, KOR
58.365, 1968, May Average, Korea, Republic of, KOR
62.3655, 1968, Jun Average, Korea, Republic of, KOR
243.566, 1968, Jul Average, Korea, Republic of, KOR
295.67, 1968, Aug Average, Korea, Republic of, KOR
89.8146, 1968, Sep Average, Korea, Republic of, KOR
126.629, 1968, Oct Average, Korea, Republic of, KOR
46.9312, 1968, Nov Average, Korea, Republic of, KOR
25.0152, 1968, Dec Average, Korea, Republic of, KOR
68.0777, 1969, Jan Average, Korea, Republic of, KOR
60.843, 1969, Feb Average, Korea, Republic of, KOR
26.3899, 1969, Mar Average, Korea, Republic of, KOR
197.968, 1969, Apr Average, Korea, Republic of, KOR
149.75, 1969, May Average, Korea, Republic of, KOR
89.1247, 1969, Jun Average, Korea, Republic of, KOR
311.673, 1969, Jul Average, Korea, Republic of, KOR
338.311, 1969, Aug Average, Korea, Republic of, KOR
286.529, 1969, Sep Average, Korea, Republic of, KOR
10.7319, 1969, Oct Average, Korea, Republic of, KOR
33.8232, 1969, Nov Average, Korea, Republic of, KOR
30.5835, 1969, Dec Average, Korea, Republic of, KOR
5.11665, 1970, Jan Average, Korea, Republic of, KOR
59.4221, 1970, Feb Average, Korea, Republic of, KOR
15.0811, 1970, Mar Average, Korea, Republic of, KOR
77.633, 1970, Apr Average, Korea, Republic of, KOR
120.237, 1970, May Average, Korea, Republic of, KOR
189.369, 1970, Jun Average, Korea, Republic of, KOR
427.677, 1970, Jul Average, Korea, Republic of, KOR
241.013, 1970, Aug Average, Korea, Republic of, KOR
300.903, 1970, Sep Average, Korea, Republic of, KOR
101.697, 1970, Oct Average, Korea, Republic of, KOR
28.0239, 1970, Nov Average, Korea, Republic of, KOR
20.3384, 1970, Dec Average, Korea, Republic of, KOR
37.9314, 1971, Jan Average, Korea, Republic of, KOR
37.9898, 1971, Feb Average, Korea, Republic of, KOR
52.311, 1971, Mar Average, Korea, Republic of, KOR
53.2977, 1971, Apr Average, Korea, Republic of, KOR
98.236, 1971, May Average, Korea, Republic of, KOR
249.692, 1971, Jun Average, Korea, Republic of, KOR
307.235, 1971, Jul Average, Korea, Republic of, KOR
236.853, 1971, Aug Average, Korea, Republic of, KOR
117.824, 1971, Sep Average, Korea, Republic of, KOR
16.3286, 1971, Oct Average, Korea, Republic of, KOR
14.4452, 1971, Nov Average, Korea, Republic of, KOR
17.2131, 1971, Dec Average, Korea, Republic of, KOR
78.3709, 1972, Jan Average, Korea, Republic of, KOR
40.6321, 1972, Feb Average, Korea, Republic of, KOR
143.953, 1972, Mar Average, Korea, Republic of, KOR
74.3508, 1972, Apr Average, Korea, Republic of, KOR
137.065, 1972, May Average, Korea, Republic of, KOR
96.6638, 1972, Jun Average, Korea, Republic of, KOR
284.21, 1972, Jul Average, Korea, Republic of, KOR
468.011, 1972, Aug Average, Korea, Republic of, KOR
144.094, 1972, Sep Average, Korea, Republic of, KOR
45.5564, 1972, Oct Average, Korea, Republic of, KOR
114.729, 1972, Nov Average, Korea, Republic of, KOR
29.6199, 1972, Dec Average, Korea, Republic of, KOR
67.767, 1973, Jan Average, Korea, Republic of, KOR
20.9971, 1973, Feb Average, Korea, Republic of, KOR
10.9287, 1973, Mar Average, Korea, Republic of, KOR
127.483, 1973, Apr Average, Korea, Republic of, KOR
137.24, 1973, May Average, Korea, Republic of, KOR
121.355, 1973, Jun Average, Korea, Republic of, KOR
139.276, 1973, Jul Average, Korea, Republic of, KOR
145.325, 1973, Aug Average, Korea, Republic of, KOR
146.261, 1973, Sep Average, Korea, Republic of, KOR
77.306, 1973, Oct Average, Korea, Republic of, KOR
30.0651, 1973, Nov Average, Korea, Republic of, KOR
11.5518, 1973, Dec Average, Korea, Republic of, KOR
22.3156, 1974, Jan Average, Korea, Republic of, KOR
34.4603, 1974, Feb Average, Korea, Republic of, KOR
54.0097, 1974, Mar Average, Korea, Republic of, KOR
163.089, 1974, Apr Average, Korea, Republic of, KOR
213.989, 1974, May Average, Korea, Republic of, KOR
117.24, 1974, Jun Average, Korea, Republic of, KOR
400.06, 1974, Jul Average, Korea, Republic of, KOR
193.259, 1974, Aug Average, Korea, Republic of, KOR
58.9184, 1974, Sep Average, Korea, Republic of, KOR
82.2588, 1974, Oct Average, Korea, Republic of, KOR
15.1922, 1974, Nov Average, Korea, Republic of, KOR
31.6032, 1974, Dec Average, Korea, Republic of, KOR
18.0176, 1975, Jan Average, Korea, Republic of, KOR
17.484, 1975, Feb Average, Korea, Republic of, KOR
69.8282, 1975, Mar Average, Korea, Republic of, KOR
144.628, 1975, Apr Average, Korea, Republic of, KOR
106.641, 1975, May Average, Korea, Republic of, KOR
124.662, 1975, Jun Average, Korea, Republic of, KOR
367.178, 1975, Jul Average, Korea, Republic of, KOR
120.783, 1975, Aug Average, Korea, Republic of, KOR
202.074, 1975, Sep Average, Korea, Republic of, KOR
74.6215, 1975, Oct Average, Korea, Republic of, KOR
73.6012, 1975, Nov Average, Korea, Republic of, KOR
33.9553, 1975, Dec Average, Korea, Republic of, KOR
6.16833, 1976, Jan Average, Korea, Republic of, KOR
104.857, 1976, Feb Average, Korea, Republic of, KOR
37.4196, 1976, Mar Average, Korea, Republic of, KOR
105.159, 1976, Apr Average, Korea, Republic of, KOR
56.97, 1976, May Average, Korea, Republic of, KOR
130.31, 1976, Jun Average, Korea, Republic of, KOR
119.943, 1976, Jul Average, Korea, Republic of, KOR
371.043, 1976, Aug Average, Korea, Republic of, KOR
62.5577, 1976, Sep Average, Korea, Republic of, KOR
61.636, 1976, Oct Average, Korea, Republic of, KOR
35.8673, 1976, Nov Average, Korea, Republic of, KOR
38.0614, 1976, Dec Average, Korea, Republic of, KOR
5.78943, 1977, Jan Average, Korea, Republic of, KOR
2.50128, 1977, Feb Average, Korea, Republic of, KOR
59.9726, 1977, Mar Average, Korea, Republic of, KOR
213.897, 1977, Apr Average, Korea, Republic of, KOR
82.9962, 1977, May Average, Korea, Republic of, KOR
110.438, 1977, Jun Average, Korea, Republic of, KOR
170.574, 1977, Jul Average, Korea, Republic of, KOR
135.432, 1977, Aug Average, Korea, Republic of, KOR
105.529, 1977, Sep Average, Korea, Republic of, KOR
23.8528, 1977, Oct Average, Korea, Republic of, KOR
87.7539, 1977, Nov Average, Korea, Republic of, KOR
35.5175, 1977, Dec Average, Korea, Republic of, KOR
23.4515, 1978, Jan Average, Korea, Republic of, KOR
40.3756, 1978, Feb Average, Korea, Republic of, KOR
56.6302, 1978, Mar Average, Korea, Republic of, KOR
32.0784, 1978, Apr Average, Korea, Republic of, KOR
18.6274, 1978, May Average, Korea, Republic of, KOR
440.49, 1978, Jun Average, Korea, Republic of, KOR
212.82, 1978, Jul Average, Korea, Republic of, KOR
277.179, 1978, Aug Average, Korea, Republic of, KOR
73.169, 1978, Sep Average, Korea, Republic of, KOR
79.057, 1978, Oct Average, Korea, Republic of, KOR
34.1926, 1978, Nov Average, Korea, Republic of, KOR
32.8807, 1978, Dec Average, Korea, Republic of, KOR
36.2806, 1979, Jan Average, Korea, Republic of, KOR
68.7354, 1979, Feb Average, Korea, Republic of, KOR
66.1257, 1979, Mar Average, Korea, Republic of, KOR
115.834, 1979, Apr Average, Korea, Republic of, KOR
127.902, 1979, May Average, Korea, Republic of, KOR
326.611, 1979, Jun Average, Korea, Republic of, KOR
177.436, 1979, Jul Average, Korea, Republic of, KOR
289.893, 1979, Aug Average, Korea, Republic of, KOR
136.032, 1979, Sep Average, Korea, Republic of, KOR
24.4428, 1979, Oct Average, Korea, Republic of, KOR
26.3146, 1979, Nov Average, Korea, Republic of, KOR
36.4534, 1979, Dec Average, Korea, Republic of, KOR
33.1925, 1980, Jan Average, Korea, Republic of, KOR
12.095, 1980, Feb Average, Korea, Republic of, KOR
59.0487, 1980, Mar Average, Korea, Republic of, KOR
177.557, 1980, Apr Average, Korea, Republic of, KOR
126.683, 1980, May Average, Korea, Republic of, KOR
186.916, 1980, Jun Average, Korea, Republic of, KOR
347.304, 1980, Jul Average, Korea, Republic of, KOR
337.96, 1980, Aug Average, Korea, Republic of, KOR
96.803, 1980, Sep Average, Korea, Republic of, KOR
88.4669, 1980, Oct Average, Korea, Republic of, KOR
33.3073, 1980, Nov Average, Korea, Republic of, KOR
36.0474, 1980, Dec Average, Korea, Republic of, KOR
25.372, 1981, Jan Average, Korea, Republic of, KOR
29.8533, 1981, Feb Average, Korea, Republic of, KOR
33.2677, 1981, Mar Average, Korea, Republic of, KOR
62.7199, 1981, Apr Average, Korea, Republic of, KOR
63.0761, 1981, May Average, Korea, Republic of, KOR
176.023, 1981, Jun Average, Korea, Republic of, KOR
317.424, 1981, Jul Average, Korea, Republic of, KOR
270.266, 1981, Aug Average, Korea, Republic of, KOR
236.05, 1981, Sep Average, Korea, Republic of, KOR
50.5118, 1981, Oct Average, Korea, Republic of, KOR
33.1908, 1981, Nov Average, Korea, Republic of, KOR
11.2065, 1981, Dec Average, Korea, Republic of, KOR
22.0403, 1982, Jan Average, Korea, Republic of, KOR
17.6993, 1982, Feb Average, Korea, Republic of, KOR
59.8724, 1982, Mar Average, Korea, Republic of, KOR
55.3743, 1982, Apr Average, Korea, Republic of, KOR
111.834, 1982, May Average, Korea, Republic of, KOR
34.037, 1982, Jun Average, Korea, Republic of, KOR
203.138, 1982, Jul Average, Korea, Republic of, KOR
287.3, 1982, Aug Average, Korea, Republic of, KOR
22.802, 1982, Sep Average, Korea, Republic of, KOR
45.5488, 1982, Oct Average, Korea, Republic of, KOR
108.134, 1982, Nov Average, Korea, Republic of, KOR
33.4862, 1982, Dec Average, Korea, Republic of, KOR
20.8646, 1983, Jan Average, Korea, Republic of, KOR
29.8874, 1983, Feb Average, Korea, Republic of, KOR
81.349, 1983, Mar Average, Korea, Republic of, KOR
130.414, 1983, Apr Average, Korea, Republic of, KOR
64.0748, 1983, May Average, Korea, Republic of, KOR
137.497, 1983, Jun Average, Korea, Republic of, KOR
301.313, 1983, Jul Average, Korea, Republic of, KOR
187.231, 1983, Aug Average, Korea, Republic of, KOR
230.041, 1983, Sep Average, Korea, Republic of, KOR
66.5475, 1983, Oct Average, Korea, Republic of, KOR
21.2002, 1983, Nov Average, Korea, Republic of, KOR
10.3234, 1983, Dec Average, Korea, Republic of, KOR
8.84976, 1984, Jan Average, Korea, Republic of, KOR
16.7616, 1984, Feb Average, Korea, Republic of, KOR
20.6075, 1984, Mar Average, Korea, Republic of, KOR
127.983, 1984, Apr Average, Korea, Republic of, KOR
63.4146, 1984, May Average, Korea, Republic of, KOR
178.428, 1984, Jun Average, Korea, Republic of, KOR
305.94, 1984, Jul Average, Korea, Republic of, KOR
219.119, 1984, Aug Average, Korea, Republic of, KOR
275.003, 1984, Sep Average, Korea, Republic of, KOR
28.7999, 1984, Oct Average, Korea, Republic of, KOR
54.1736, 1984, Nov Average, Korea, Republic of, KOR
21.9345, 1984, Dec Average, Korea, Republic of, KOR
14.2062, 1985, Jan Average, Korea, Republic of, KOR
41.5985, 1985, Feb Average, Korea, Republic of, KOR
79.0549, 1985, Mar Average, Korea, Republic of, KOR
86.9599, 1985, Apr Average, Korea, Republic of, KOR
184.348, 1985, May Average, Korea, Republic of, KOR
218.692, 1985, Jun Average, Korea, Republic of, KOR
228.604, 1985, Jul Average, Korea, Republic of, KOR
335.778, 1985, Aug Average, Korea, Republic of, KOR
257.801, 1985, Sep Average, Korea, Republic of, KOR
174.046, 1985, Oct Average, Korea, Republic of, KOR
