Temperature - (Celsius), Year, Statistics, Country, ISO3
26.4368, 1946, Feb Average, Gambia, The, GMB
28.7001, 1946, Mar Average, Gambia, The, GMB
28.9841, 1946, Apr Average, Gambia, The, GMB
30.3046, 1946, May Average, Gambia, The, GMB
29.3749, 1946, Jun Average, Gambia, The, GMB
27.9965, 1946, Jul Average, Gambia, The, GMB
26.7467, 1946, Aug Average, Gambia, The, GMB
26.958, 1946, Sep Average, Gambia, The, GMB
27.79, 1946, Oct Average, Gambia, The, GMB
26.9425, 1946, Nov Average, Gambia, The, GMB
24.0443, 1946, Dec Average, Gambia, The, GMB
23.4888, 1947, Jan Average, Gambia, The, GMB
25.761, 1947, Feb Average, Gambia, The, GMB
28.8504, 1947, Mar Average, Gambia, The, GMB
29.808, 1947, Apr Average, Gambia, The, GMB
29.943, 1947, May Average, Gambia, The, GMB
29.217, 1947, Jun Average, Gambia, The, GMB
27.9384, 1947, Jul Average, Gambia, The, GMB
27.0693, 1947, Aug Average, Gambia, The, GMB
26.9766, 1947, Sep Average, Gambia, The, GMB
28.2545, 1947, Oct Average, Gambia, The, GMB
26.3319, 1947, Nov Average, Gambia, The, GMB
24.6336, 1947, Dec Average, Gambia, The, GMB
23.5244, 1948, Jan Average, Gambia, The, GMB
26.6506, 1948, Feb Average, Gambia, The, GMB
28.9722, 1948, Mar Average, Gambia, The, GMB
28.3024, 1948, Apr Average, Gambia, The, GMB
30.3019, 1948, May Average, Gambia, The, GMB
28.8114, 1948, Jun Average, Gambia, The, GMB
27.6435, 1948, Jul Average, Gambia, The, GMB
26.9218, 1948, Aug Average, Gambia, The, GMB
27.3451, 1948, Sep Average, Gambia, The, GMB
28.0983, 1948, Oct Average, Gambia, The, GMB
26.6896, 1948, Nov Average, Gambia, The, GMB
24.1393, 1948, Dec Average, Gambia, The, GMB
23.6131, 1949, Jan Average, Gambia, The, GMB
25.9496, 1949, Feb Average, Gambia, The, GMB
27.3335, 1949, Mar Average, Gambia, The, GMB
30.2095, 1949, Apr Average, Gambia, The, GMB
29.2407, 1949, May Average, Gambia, The, GMB
29.2581, 1949, Jun Average, Gambia, The, GMB
27.658, 1949, Jul Average, Gambia, The, GMB
26.6067, 1949, Aug Average, Gambia, The, GMB
27.4623, 1949, Sep Average, Gambia, The, GMB
28.7147, 1949, Oct Average, Gambia, The, GMB
27.0085, 1949, Nov Average, Gambia, The, GMB
25.0675, 1949, Dec Average, Gambia, The, GMB
23.6708, 1950, Jan Average, Gambia, The, GMB
26.0307, 1950, Feb Average, Gambia, The, GMB
28.9509, 1950, Mar Average, Gambia, The, GMB
29.6463, 1950, Apr Average, Gambia, The, GMB
30.1625, 1950, May Average, Gambia, The, GMB
29.4327, 1950, Jun Average, Gambia, The, GMB
27.5782, 1950, Jul Average, Gambia, The, GMB
26.3804, 1950, Aug Average, Gambia, The, GMB
26.5587, 1950, Sep Average, Gambia, The, GMB
27.3636, 1950, Oct Average, Gambia, The, GMB
26.4194, 1950, Nov Average, Gambia, The, GMB
23.9308, 1950, Dec Average, Gambia, The, GMB
23.9261, 1951, Jan Average, Gambia, The, GMB
25.6673, 1951, Feb Average, Gambia, The, GMB
27.693, 1951, Mar Average, Gambia, The, GMB
29.114, 1951, Apr Average, Gambia, The, GMB
30.1767, 1951, May Average, Gambia, The, GMB
29.5057, 1951, Jun Average, Gambia, The, GMB
27.753, 1951, Jul Average, Gambia, The, GMB
27.0423, 1951, Aug Average, Gambia, The, GMB
27.1269, 1951, Sep Average, Gambia, The, GMB
26.9934, 1951, Oct Average, Gambia, The, GMB
26.3028, 1951, Nov Average, Gambia, The, GMB
22.98, 1951, Dec Average, Gambia, The, GMB
22.5125, 1952, Jan Average, Gambia, The, GMB
25.371, 1952, Feb Average, Gambia, The, GMB
27.9297, 1952, Mar Average, Gambia, The, GMB
29.1135, 1952, Apr Average, Gambia, The, GMB
29.6574, 1952, May Average, Gambia, The, GMB
29.6362, 1952, Jun Average, Gambia, The, GMB
27.3729, 1952, Jul Average, Gambia, The, GMB
26.7659, 1952, Aug Average, Gambia, The, GMB
26.4246, 1952, Sep Average, Gambia, The, GMB
27.2656, 1952, Oct Average, Gambia, The, GMB
26.7522, 1952, Nov Average, Gambia, The, GMB
23.5886, 1952, Dec Average, Gambia, The, GMB
25.3566, 1953, Jan Average, Gambia, The, GMB
25.8693, 1953, Feb Average, Gambia, The, GMB
27.6738, 1953, Mar Average, Gambia, The, GMB
28.4794, 1953, Apr Average, Gambia, The, GMB
29.2503, 1953, May Average, Gambia, The, GMB
28.8173, 1953, Jun Average, Gambia, The, GMB
26.9474, 1953, Jul Average, Gambia, The, GMB
26.9738, 1953, Aug Average, Gambia, The, GMB
26.7916, 1953, Sep Average, Gambia, The, GMB
27.4231, 1953, Oct Average, Gambia, The, GMB
26.8721, 1953, Nov Average, Gambia, The, GMB
24.4374, 1953, Dec Average, Gambia, The, GMB
23.7771, 1954, Jan Average, Gambia, The, GMB
24.0509, 1954, Feb Average, Gambia, The, GMB
27.7909, 1954, Mar Average, Gambia, The, GMB
29.243, 1954, Apr Average, Gambia, The, GMB
30.396, 1954, May Average, Gambia, The, GMB
28.9498, 1954, Jun Average, Gambia, The, GMB
26.9992, 1954, Jul Average, Gambia, The, GMB
26.083, 1954, Aug Average, Gambia, The, GMB
26.9738, 1954, Sep Average, Gambia, The, GMB
27.8856, 1954, Oct Average, Gambia, The, GMB
27.3366, 1954, Nov Average, Gambia, The, GMB
24.5823, 1954, Dec Average, Gambia, The, GMB
24.5164, 1955, Jan Average, Gambia, The, GMB
26.3556, 1955, Feb Average, Gambia, The, GMB
27.6794, 1955, Mar Average, Gambia, The, GMB
29.6294, 1955, Apr Average, Gambia, The, GMB
30.1887, 1955, May Average, Gambia, The, GMB
28.9996, 1955, Jun Average, Gambia, The, GMB
26.7247, 1955, Jul Average, Gambia, The, GMB
26.4074, 1955, Aug Average, Gambia, The, GMB
26.5139, 1955, Sep Average, Gambia, The, GMB
27.7058, 1955, Oct Average, Gambia, The, GMB
27.6036, 1955, Nov Average, Gambia, The, GMB
24.2149, 1955, Dec Average, Gambia, The, GMB
24.6469, 1956, Jan Average, Gambia, The, GMB
25.4834, 1956, Feb Average, Gambia, The, GMB
27.2544, 1956, Mar Average, Gambia, The, GMB
28.5792, 1956, Apr Average, Gambia, The, GMB
29.9167, 1956, May Average, Gambia, The, GMB
28.4052, 1956, Jun Average, Gambia, The, GMB
27.0971, 1956, Jul Average, Gambia, The, GMB
26.6224, 1956, Aug Average, Gambia, The, GMB
26.4495, 1956, Sep Average, Gambia, The, GMB
27.4443, 1956, Oct Average, Gambia, The, GMB
27.102, 1956, Nov Average, Gambia, The, GMB
24.0067, 1956, Dec Average, Gambia, The, GMB
23.3929, 1957, Jan Average, Gambia, The, GMB
26.3046, 1957, Feb Average, Gambia, The, GMB
27.6804, 1957, Mar Average, Gambia, The, GMB
28.729, 1957, Apr Average, Gambia, The, GMB
28.6886, 1957, May Average, Gambia, The, GMB
28.9841, 1957, Jun Average, Gambia, The, GMB
27.4618, 1957, Jul Average, Gambia, The, GMB
26.6134, 1957, Aug Average, Gambia, The, GMB
26.7313, 1957, Sep Average, Gambia, The, GMB
27.1881, 1957, Oct Average, Gambia, The, GMB
27.0978, 1957, Nov Average, Gambia, The, GMB
24.5945, 1957, Dec Average, Gambia, The, GMB
24.751, 1958, Jan Average, Gambia, The, GMB
26.5736, 1958, Feb Average, Gambia, The, GMB
28.472, 1958, Mar Average, Gambia, The, GMB
30.1037, 1958, Apr Average, Gambia, The, GMB
30.4026, 1958, May Average, Gambia, The, GMB
29.3334, 1958, Jun Average, Gambia, The, GMB
27.7753, 1958, Jul Average, Gambia, The, GMB
26.0099, 1958, Aug Average, Gambia, The, GMB
27.336, 1958, Sep Average, Gambia, The, GMB
27.5873, 1958, Oct Average, Gambia, The, GMB
27.0978, 1958, Nov Average, Gambia, The, GMB
23.8342, 1958, Dec Average, Gambia, The, GMB
24.4392, 1959, Jan Average, Gambia, The, GMB
25.9786, 1959, Feb Average, Gambia, The, GMB
27.5573, 1959, Mar Average, Gambia, The, GMB
29.0385, 1959, Apr Average, Gambia, The, GMB
29.6955, 1959, May Average, Gambia, The, GMB
29.2492, 1959, Jun Average, Gambia, The, GMB
27.5763, 1959, Jul Average, Gambia, The, GMB
26.6878, 1959, Aug Average, Gambia, The, GMB
27.1189, 1959, Sep Average, Gambia, The, GMB
28.4802, 1959, Oct Average, Gambia, The, GMB
26.723, 1959, Nov Average, Gambia, The, GMB
23.4035, 1959, Dec Average, Gambia, The, GMB
24.1128, 1960, Jan Average, Gambia, The, GMB
27.1648, 1960, Feb Average, Gambia, The, GMB
27.1544, 1960, Mar Average, Gambia, The, GMB
29.0819, 1960, Apr Average, Gambia, The, GMB
30.1949, 1960, May Average, Gambia, The, GMB
29.4659, 1960, Jun Average, Gambia, The, GMB
27.6574, 1960, Jul Average, Gambia, The, GMB
27.1418, 1960, Aug Average, Gambia, The, GMB
27.0959, 1960, Sep Average, Gambia, The, GMB
28.0931, 1960, Oct Average, Gambia, The, GMB
26.9432, 1960, Nov Average, Gambia, The, GMB
23.7215, 1960, Dec Average, Gambia, The, GMB
23.8132, 1961, Jan Average, Gambia, The, GMB
25.8716, 1961, Feb Average, Gambia, The, GMB
28.0879, 1961, Mar Average, Gambia, The, GMB
29.7262, 1961, Apr Average, Gambia, The, GMB
31.2057, 1961, May Average, Gambia, The, GMB
29.6213, 1961, Jun Average, Gambia, The, GMB
27.8509, 1961, Jul Average, Gambia, The, GMB
26.7652, 1961, Aug Average, Gambia, The, GMB
26.8037, 1961, Sep Average, Gambia, The, GMB
27.6648, 1961, Oct Average, Gambia, The, GMB
26.3174, 1961, Nov Average, Gambia, The, GMB
23.9716, 1961, Dec Average, Gambia, The, GMB
24.2699, 1962, Jan Average, Gambia, The, GMB
26.679, 1962, Feb Average, Gambia, The, GMB
28.8026, 1962, Mar Average, Gambia, The, GMB
29.0414, 1962, Apr Average, Gambia, The, GMB
30.5361, 1962, May Average, Gambia, The, GMB
29.045, 1962, Jun Average, Gambia, The, GMB
27.7778, 1962, Jul Average, Gambia, The, GMB
26.5783, 1962, Aug Average, Gambia, The, GMB
27.0675, 1962, Sep Average, Gambia, The, GMB
27.8057, 1962, Oct Average, Gambia, The, GMB
27.6326, 1962, Nov Average, Gambia, The, GMB
24.0219, 1962, Dec Average, Gambia, The, GMB
25.4222, 1963, Jan Average, Gambia, The, GMB
27.5558, 1963, Feb Average, Gambia, The, GMB
28.3718, 1963, Mar Average, Gambia, The, GMB
29.0824, 1963, Apr Average, Gambia, The, GMB
30.1614, 1963, May Average, Gambia, The, GMB
30.2758, 1963, Jun Average, Gambia, The, GMB
27.8462, 1963, Jul Average, Gambia, The, GMB
27.2363, 1963, Aug Average, Gambia, The, GMB
27.8225, 1963, Sep Average, Gambia, The, GMB
26.9792, 1963, Oct Average, Gambia, The, GMB
26.6429, 1963, Nov Average, Gambia, The, GMB
23.2175, 1963, Dec Average, Gambia, The, GMB
24.4542, 1964, Jan Average, Gambia, The, GMB
27.3989, 1964, Feb Average, Gambia, The, GMB
28.4218, 1964, Mar Average, Gambia, The, GMB
29.4646, 1964, Apr Average, Gambia, The, GMB
30.939, 1964, May Average, Gambia, The, GMB
28.9169, 1964, Jun Average, Gambia, The, GMB
27.6464, 1964, Jul Average, Gambia, The, GMB
26.6529, 1964, Aug Average, Gambia, The, GMB
26.3439, 1964, Sep Average, Gambia, The, GMB
27.54, 1964, Oct Average, Gambia, The, GMB
26.5283, 1964, Nov Average, Gambia, The, GMB
23.9642, 1964, Dec Average, Gambia, The, GMB
22.383, 1965, Jan Average, Gambia, The, GMB
25.6298, 1965, Feb Average, Gambia, The, GMB
28.3512, 1965, Mar Average, Gambia, The, GMB
28.6967, 1965, Apr Average, Gambia, The, GMB
30.5728, 1965, May Average, Gambia, The, GMB
29.0385, 1965, Jun Average, Gambia, The, GMB
27.8671, 1965, Jul Average, Gambia, The, GMB
26.8091, 1965, Aug Average, Gambia, The, GMB
26.8246, 1965, Sep Average, Gambia, The, GMB
27.6939, 1965, Oct Average, Gambia, The, GMB
26.7129, 1965, Nov Average, Gambia, The, GMB
22.9965, 1965, Dec Average, Gambia, The, GMB
23.8158, 1966, Jan Average, Gambia, The, GMB
27.0478, 1966, Feb Average, Gambia, The, GMB
27.8684, 1966, Mar Average, Gambia, The, GMB
29.4626, 1966, Apr Average, Gambia, The, GMB
30.6051, 1966, May Average, Gambia, The, GMB
29.0222, 1966, Jun Average, Gambia, The, GMB
28.6659, 1966, Jul Average, Gambia, The, GMB
27.506, 1966, Aug Average, Gambia, The, GMB
26.4933, 1966, Sep Average, Gambia, The, GMB
27.1051, 1966, Oct Average, Gambia, The, GMB
26.8591, 1966, Nov Average, Gambia, The, GMB
24.0759, 1966, Dec Average, Gambia, The, GMB
24.2555, 1967, Jan Average, Gambia, The, GMB
25.5664, 1967, Feb Average, Gambia, The, GMB
27.5352, 1967, Mar Average, Gambia, The, GMB
28.7043, 1967, Apr Average, Gambia, The, GMB
29.4931, 1967, May Average, Gambia, The, GMB
28.8105, 1967, Jun Average, Gambia, The, GMB
27.2934, 1967, Jul Average, Gambia, The, GMB
26.5885, 1967, Aug Average, Gambia, The, GMB
26.265, 1967, Sep Average, Gambia, The, GMB
27.1846, 1967, Oct Average, Gambia, The, GMB
25.9259, 1967, Nov Average, Gambia, The, GMB
22.5369, 1967, Dec Average, Gambia, The, GMB
22.7118, 1968, Jan Average, Gambia, The, GMB
25.5213, 1968, Feb Average, Gambia, The, GMB
26.826, 1968, Mar Average, Gambia, The, GMB
27.9191, 1968, Apr Average, Gambia, The, GMB
29.1629, 1968, May Average, Gambia, The, GMB
28.6205, 1968, Jun Average, Gambia, The, GMB
27.7204, 1968, Jul Average, Gambia, The, GMB
28.0264, 1968, Aug Average, Gambia, The, GMB
27.0895, 1968, Sep Average, Gambia, The, GMB
27.976, 1968, Oct Average, Gambia, The, GMB
27.5654, 1968, Nov Average, Gambia, The, GMB
25.1371, 1968, Dec Average, Gambia, The, GMB
25.8848, 1969, Jan Average, Gambia, The, GMB
27.7558, 1969, Feb Average, Gambia, The, GMB
29.567, 1969, Mar Average, Gambia, The, GMB
30.9698, 1969, Apr Average, Gambia, The, GMB
31.2587, 1969, May Average, Gambia, The, GMB
30.1381, 1969, Jun Average, Gambia, The, GMB
27.6773, 1969, Jul Average, Gambia, The, GMB
26.8325, 1969, Aug Average, Gambia, The, GMB
27.02, 1969, Sep Average, Gambia, The, GMB
27.4729, 1969, Oct Average, Gambia, The, GMB
26.6954, 1969, Nov Average, Gambia, The, GMB
24.2312, 1969, Dec Average, Gambia, The, GMB
24.3484, 1970, Jan Average, Gambia, The, GMB
26.8372, 1970, Feb Average, Gambia, The, GMB
28.4715, 1970, Mar Average, Gambia, The, GMB
30.3028, 1970, Apr Average, Gambia, The, GMB
30.2115, 1970, May Average, Gambia, The, GMB
29.8477, 1970, Jun Average, Gambia, The, GMB
28.2368, 1970, Jul Average, Gambia, The, GMB
26.7592, 1970, Aug Average, Gambia, The, GMB
26.8862, 1970, Sep Average, Gambia, The, GMB
28.7505, 1970, Oct Average, Gambia, The, GMB
27.1729, 1970, Nov Average, Gambia, The, GMB
24.9307, 1970, Dec Average, Gambia, The, GMB
24.0217, 1971, Jan Average, Gambia, The, GMB
25.7693, 1971, Feb Average, Gambia, The, GMB
26.9607, 1971, Mar Average, Gambia, The, GMB
28.9957, 1971, Apr Average, Gambia, The, GMB
29.3106, 1971, May Average, Gambia, The, GMB
28.6575, 1971, Jun Average, Gambia, The, GMB
27.0761, 1971, Jul Average, Gambia, The, GMB
25.9418, 1971, Aug Average, Gambia, The, GMB
26.5225, 1971, Sep Average, Gambia, The, GMB
27.5116, 1971, Oct Average, Gambia, The, GMB
26.1322, 1971, Nov Average, Gambia, The, GMB
24.0063, 1971, Dec Average, Gambia, The, GMB
23.7282, 1972, Jan Average, Gambia, The, GMB
25.5483, 1972, Feb Average, Gambia, The, GMB
27.437, 1972, Mar Average, Gambia, The, GMB
28.1177, 1972, Apr Average, Gambia, The, GMB
29.1292, 1972, May Average, Gambia, The, GMB
28.749, 1972, Jun Average, Gambia, The, GMB
28.0808, 1972, Jul Average, Gambia, The, GMB
27.8815, 1972, Aug Average, Gambia, The, GMB
27.3846, 1972, Sep Average, Gambia, The, GMB
28.2978, 1972, Oct Average, Gambia, The, GMB
27.8307, 1972, Nov Average, Gambia, The, GMB
24.2339, 1972, Dec Average, Gambia, The, GMB
24.4536, 1973, Jan Average, Gambia, The, GMB
26.5339, 1973, Feb Average, Gambia, The, GMB
28.1992, 1973, Mar Average, Gambia, The, GMB
30.2481, 1973, Apr Average, Gambia, The, GMB
29.8227, 1973, May Average, Gambia, The, GMB
29.6733, 1973, Jun Average, Gambia, The, GMB
27.774, 1973, Jul Average, Gambia, The, GMB
26.6328, 1973, Aug Average, Gambia, The, GMB
27.2067, 1973, Sep Average, Gambia, The, GMB
28.1054, 1973, Oct Average, Gambia, The, GMB
26.8766, 1973, Nov Average, Gambia, The, GMB
23.2695, 1973, Dec Average, Gambia, The, GMB
23.5128, 1974, Jan Average, Gambia, The, GMB
25.6364, 1974, Feb Average, Gambia, The, GMB
27.4703, 1974, Mar Average, Gambia, The, GMB
28.2888, 1974, Apr Average, Gambia, The, GMB
29.2307, 1974, May Average, Gambia, The, GMB
29.0328, 1974, Jun Average, Gambia, The, GMB
26.9895, 1974, Jul Average, Gambia, The, GMB
26.3591, 1974, Aug Average, Gambia, The, GMB
26.426, 1974, Sep Average, Gambia, The, GMB
27.1431, 1974, Oct Average, Gambia, The, GMB
25.5055, 1974, Nov Average, Gambia, The, GMB
23.5207, 1974, Dec Average, Gambia, The, GMB
23.9868, 1975, Jan Average, Gambia, The, GMB
25.6976, 1975, Feb Average, Gambia, The, GMB
26.8904, 1975, Mar Average, Gambia, The, GMB
28.9641, 1975, Apr Average, Gambia, The, GMB
29.0435, 1975, May Average, Gambia, The, GMB
29.2639, 1975, Jun Average, Gambia, The, GMB
26.7584, 1975, Jul Average, Gambia, The, GMB
26.6497, 1975, Aug Average, Gambia, The, GMB
25.9984, 1975, Sep Average, Gambia, The, GMB
28.0668, 1975, Oct Average, Gambia, The, GMB
25.1697, 1975, Nov Average, Gambia, The, GMB
23.9163, 1975, Dec Average, Gambia, The, GMB
22.9131, 1976, Jan Average, Gambia, The, GMB
25.9434, 1976, Feb Average, Gambia, The, GMB
27.272, 1976, Mar Average, Gambia, The, GMB
28.7827, 1976, Apr Average, Gambia, The, GMB
28.3397, 1976, May Average, Gambia, The, GMB
28.5293, 1976, Jun Average, Gambia, The, GMB
27.2116, 1976, Jul Average, Gambia, The, GMB
26.7898, 1976, Aug Average, Gambia, The, GMB
26.7996, 1976, Sep Average, Gambia, The, GMB
27.2447, 1976, Oct Average, Gambia, The, GMB
26.4912, 1976, Nov Average, Gambia, The, GMB
23.5078, 1976, Dec Average, Gambia, The, GMB
24.2548, 1977, Jan Average, Gambia, The, GMB
26.4367, 1977, Feb Average, Gambia, The, GMB
28.4701, 1977, Mar Average, Gambia, The, GMB
29.4639, 1977, Apr Average, Gambia, The, GMB
29.1588, 1977, May Average, Gambia, The, GMB
29.3322, 1977, Jun Average, Gambia, The, GMB
27.9384, 1977, Jul Average, Gambia, The, GMB
27.3387, 1977, Aug Average, Gambia, The, GMB
26.831, 1977, Sep Average, Gambia, The, GMB
27.9821, 1977, Oct Average, Gambia, The, GMB
26.3157, 1977, Nov Average, Gambia, The, GMB
25.2067, 1977, Dec Average, Gambia, The, GMB
25.4077, 1978, Jan Average, Gambia, The, GMB
26.2999, 1978, Feb Average, Gambia, The, GMB
27.8139, 1978, Mar Average, Gambia, The, GMB
28.9323, 1978, Apr Average, Gambia, The, GMB
29.9802, 1978, May Average, Gambia, The, GMB
28.7083, 1978, Jun Average, Gambia, The, GMB
27.3401, 1978, Jul Average, Gambia, The, GMB
26.8284, 1978, Aug Average, Gambia, The, GMB
26.6053, 1978, Sep Average, Gambia, The, GMB
27.4588, 1978, Oct Average, Gambia, The, GMB
25.9942, 1978, Nov Average, Gambia, The, GMB
23.6382, 1978, Dec Average, Gambia, The, GMB
24.4111, 1979, Jan Average, Gambia, The, GMB
26.5013, 1979, Feb Average, Gambia, The, GMB
27.3987, 1979, Mar Average, Gambia, The, GMB
29.6653, 1979, Apr Average, Gambia, The, GMB
29.7732, 1979, May Average, Gambia, The, GMB
28.7605, 1979, Jun Average, Gambia, The, GMB
27.7246, 1979, Jul Average, Gambia, The, GMB
27.2689, 1979, Aug Average, Gambia, The, GMB
27.3725, 1979, Sep Average, Gambia, The, GMB
28.0598, 1979, Oct Average, Gambia, The, GMB
27.3439, 1979, Nov Average, Gambia, The, GMB
25.0157, 1979, Dec Average, Gambia, The, GMB
24.714, 1980, Jan Average, Gambia, The, GMB
25.692, 1980, Feb Average, Gambia, The, GMB
28.1281, 1980, Mar Average, Gambia, The, GMB
29.9434, 1980, Apr Average, Gambia, The, GMB
29.9802, 1980, May Average, Gambia, The, GMB
29.0156, 1980, Jun Average, Gambia, The, GMB
27.9331, 1980, Jul Average, Gambia, The, GMB
26.9482, 1980, Aug Average, Gambia, The, GMB
27.2566, 1980, Sep Average, Gambia, The, GMB
28.3051, 1980, Oct Average, Gambia, The, GMB
26.9906, 1980, Nov Average, Gambia, The, GMB
23.7969, 1980, Dec Average, Gambia, The, GMB
24.5188, 1981, Jan Average, Gambia, The, GMB
26.001, 1981, Feb Average, Gambia, The, GMB
28.9074, 1981, Mar Average, Gambia, The, GMB
29.9309, 1981, Apr Average, Gambia, The, GMB
29.7464, 1981, May Average, Gambia, The, GMB
29.4669, 1981, Jun Average, Gambia, The, GMB
27.4633, 1981, Jul Average, Gambia, The, GMB
26.8142, 1981, Aug Average, Gambia, The, GMB
27.1227, 1981, Sep Average, Gambia, The, GMB
28.2987, 1981, Oct Average, Gambia, The, GMB
27.2485, 1981, Nov Average, Gambia, The, GMB
24.1537, 1981, Dec Average, Gambia, The, GMB
23.769, 1982, Jan Average, Gambia, The, GMB
25.2031, 1982, Feb Average, Gambia, The, GMB
27.5769, 1982, Mar Average, Gambia, The, GMB
29.1454, 1982, Apr Average, Gambia, The, GMB
29.3701, 1982, May Average, Gambia, The, GMB
29.2698, 1982, Jun Average, Gambia, The, GMB
28.0011, 1982, Jul Average, Gambia, The, GMB
26.9228, 1982, Aug Average, Gambia, The, GMB
27.2947, 1982, Sep Average, Gambia, The, GMB
27.5671, 1982, Oct Average, Gambia, The, GMB
26.4163, 1982, Nov Average, Gambia, The, GMB
23.2508, 1982, Dec Average, Gambia, The, GMB
24.8321, 1983, Jan Average, Gambia, The, GMB
27.1963, 1983, Feb Average, Gambia, The, GMB
29.6704, 1983, Mar Average, Gambia, The, GMB
29.4696, 1983, Apr Average, Gambia, The, GMB
30.5743, 1983, May Average, Gambia, The, GMB
29.0929, 1983, Jun Average, Gambia, The, GMB
28.1063, 1983, Jul Average, Gambia, The, GMB
27.979, 1983, Aug Average, Gambia, The, GMB
27.7331, 1983, Sep Average, Gambia, The, GMB
28.8983, 1983, Oct Average, Gambia, The, GMB
27.4211, 1983, Nov Average, Gambia, The, GMB
24.4509, 1983, Dec Average, Gambia, The, GMB
24.477, 1984, Jan Average, Gambia, The, GMB
25.8127, 1984, Feb Average, Gambia, The, GMB
27.6683, 1984, Mar Average, Gambia, The, GMB
28.9954, 1984, Apr Average, Gambia, The, GMB
30.5042, 1984, May Average, Gambia, The, GMB
28.9165, 1984, Jun Average, Gambia, The, GMB
27.4104, 1984, Jul Average, Gambia, The, GMB
27.778, 1984, Aug Average, Gambia, The, GMB
27.254, 1984, Sep Average, Gambia, The, GMB
27.9593, 1984, Oct Average, Gambia, The, GMB
26.5912, 1984, Nov Average, Gambia, The, GMB
24.2138, 1984, Dec Average, Gambia, The, GMB
24.2198, 1985, Jan Average, Gambia, The, GMB
26.9243, 1985, Feb Average, Gambia, The, GMB
28.2946, 1985, Mar Average, Gambia, The, GMB
28.9191, 1985, Apr Average, Gambia, The, GMB
29.1454, 1985, May Average, Gambia, The, GMB
28.7633, 1985, Jun Average, Gambia, The, GMB
27.3012, 1985, Jul Average, Gambia, The, GMB
26.8695, 1985, Aug Average, Gambia, The, GMB
26.5928, 1985, Sep Average, Gambia, The, GMB
28.4449, 1985, Oct Average, Gambia, The, GMB
27.0386, 1985, Nov Average, Gambia, The, GMB
23.712, 1985, Dec Average, Gambia, The, GMB
23.2083, 1986, Jan Average, Gambia, The, GMB
25.8286, 1986, Feb Average, Gambia, The, GMB
27.3688, 1986, Mar Average, Gambia, The, GMB
29.9961, 1986, Apr Average, Gambia, The, GMB
30.067, 1986, May Average, Gambia, The, GMB
29.3217, 1986, Jun Average, Gambia, The, GMB
28.2153, 1986, Jul Average, Gambia, The, GMB
27.0133, 1986, Aug Average, Gambia, The, GMB
26.508, 1986, Sep Average, Gambia, The, GMB
28.0137, 1986, Oct Average, Gambia, The, GMB
25.7997, 1986, Nov Average, Gambia, The, GMB
23.6891, 1986, Dec Average, Gambia, The, GMB
24.0806, 1987, Jan Average, Gambia, The, GMB
26.2179, 1987, Feb Average, Gambia, The, GMB
28.1229, 1987, Mar Average, Gambia, The, GMB
29.8678, 1987, Apr Average, Gambia, The, GMB
30.8966, 1987, May Average, Gambia, The, GMB
29.8336, 1987, Jun Average, Gambia, The, GMB
28.876, 1987, Jul Average, Gambia, The, GMB
27.6508, 1987, Aug Average, Gambia, The, GMB
27.4309, 1987, Sep Average, Gambia, The, GMB
27.8029, 1987, Oct Average, Gambia, The, GMB
27.3424, 1987, Nov Average, Gambia, The, GMB
24.8767, 1987, Dec Average, Gambia, The, GMB
23.5918, 1988, Jan Average, Gambia, The, GMB
26.5361, 1988, Feb Average, Gambia, The, GMB
29.0922, 1988, Mar Average, Gambia, The, GMB
30.0265, 1988, Apr Average, Gambia, The, GMB
30.2182, 1988, May Average, Gambia, The, GMB
29.2605, 1988, Jun Average, Gambia, The, GMB
27.8337, 1988, Jul Average, Gambia, The, GMB
26.7518, 1988, Aug Average, Gambia, The, GMB
27.0546, 1988, Sep Average, Gambia, The, GMB
28.596, 1988, Oct Average, Gambia, The, GMB
26.8354, 1988, Nov Average, Gambia, The, GMB
23.9634, 1988, Dec Average, Gambia, The, GMB
24.1871, 1989, Jan Average, Gambia, The, GMB
26.7061, 1989, Feb Average, Gambia, The, GMB
27.7896, 1989, Mar Average, Gambia, The, GMB
29.1227, 1989, Apr Average, Gambia, The, GMB
29.4276, 1989, May Average, Gambia, The, GMB
29.0349, 1989, Jun Average, Gambia, The, GMB
27.3736, 1989, Jul Average, Gambia, The, GMB
26.5177, 1989, Aug Average, Gambia, The, GMB
27.1031, 1989, Sep Average, Gambia, The, GMB
27.8237, 1989, Oct Average, Gambia, The, GMB
26.8419, 1989, Nov Average, Gambia, The, GMB
24.9344, 1989, Dec Average, Gambia, The, GMB
23.8714, 1990, Jan Average, Gambia, The, GMB
27.5325, 1990, Feb Average, Gambia, The, GMB
29.3484, 1990, Mar Average, Gambia, The, GMB
29.6881, 1990, Apr Average, Gambia, The, GMB
30.6929, 1990, May Average, Gambia, The, GMB
29.329, 1990, Jun Average, Gambia, The, GMB
27.7181, 1990, Jul Average, Gambia, The, GMB
27.4432, 1990, Aug Average, Gambia, The, GMB
27.7879, 1990, Sep Average, Gambia, The, GMB
28.4765, 1990, Oct Average, Gambia, The, GMB
27.2144, 1990, Nov Average, Gambia, The, GMB
25.1822, 1990, Dec Average, Gambia, The, GMB
24.5248, 1991, Jan Average, Gambia, The, GMB
26.4216, 1991, Feb Average, Gambia, The, GMB
28.232, 1991, Mar Average, Gambia, The, GMB
